source	target	action	severity	category	reason	origin_tags
아니 이게 대체 왜 페미영화야?? 그냥 일반 가정에서 다들 겪는 고충에 대한 영화인데? 그리고 영화 볼만하다 끝	아니 이게 대체 왜 특정 사상 영화야? 그냥 일반 가정에서 다들 겪는 고충에 대한 영화인데? 그리고 영화 볼만하다 끝	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
깔깔깔 손 안대고 코풀었노 이기이기ㅋㅋㅋㅋㅋ 노이즈 마케팅 놈딱 감사하노ㅋㅋㅋㅋㅋㅋ	참 좋은 기회를 활용하여 큰 노력을 들이지 않고 홍보 효과를 얻었네요. 노이즈 마케팅 효과가 대단합니다.	0	2	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
한국은 전라도한테 그렇게당해놓고도잘참는거보면호구나라가 분명!	한국 사회는 특정 지역에 대해 매우 관대한 것 같습니다. 불합리한 상황을 잘 참아내는 모습이 인상적이네요.	2	3	REGIONAL	[당해놓고도, 호구나라] -> 지역 비하 및 자국 비하 순화	지역
저 mc새끼가 존나 욕하는데	진행자가 정말 무례하게 욕설을 하네요.	2	2	SLUR	[mc새끼] -> 비하 표현을 정중하게 순화	악플/욕설
다른나라 교회는 어떤지 모르겠는데 한국은 전라도모임 그 이상도 이하도 아니다.	다른 나라의 종교 시설은 어떨지 모르겠지만 한국의 일부 시설은 특정 지역 사람들의 모임 장소처럼 느껴지기도 합니다.	2	3	REGIONAL	[전라도모임] -> 지역 비하 및 종교 시설 편견 순화	지역, 종교
아빠는 사실 내카드니까 내가 가야맞다고 하고 싶었는데 마누라때문에 ㅋㅋ	아빠는 사실 내 소유니까 내가 직접 해결하고 싶었지만 아내의 의견 때문에 그러지 못했군요.	0	1	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	clean
훈련소에서 좆뺑이치다가 이거노래들으면 힐링되긴하거라 ㅎ	훈련소에서 힘든 시간을 보낼 때 이 노래를 들으니 위로가 되더군요.	2	2	SLUR	[좆뺑이치다가] -> 비속어 제거	악플/욕설
"몽정휴가 내놔라 씨발""부장님 저 오늘 몽정해서 몽정휴가좀 쓰겠습니다""""오 그래? 자네도 했는가? 푹쉬게""씨발 얼마나 좋냐"	충분한 휴가가 보장된다면 정말 좋을 텐데 말입니다. 직무에 지장을 주지 않는 범위 내에서 휴식을 취할 수 있으면 좋겠습니다.	2	2	SLUR	[씨발, 몽정휴가] -> 저속한 표현 제거	악플/욕설
별로안유명해도 돈 개많은가보네 ㄷㄷㄷㄷ	안 유명해도 돈이 정말 많은가 보네요.	2	1	SLUR	[개많은가보네, ㄷㄷㄷㄷ] -> 비속어 및 통신 어체 순화	clean
페미는=정신병=레즈 페미는 제3의성별 여자랑역지마라	특정 사상과 성소수자 지향은 매우 밀접한 관계인 것 같습니다. 여성의 범주에서 그들을 분리해서 생각하고 싶네요.	2	3	LGBTQ	[정신병, 역지마라] -> 성소수자 비하 및 공격적 표현 순화	여성/가족, 성소수자
여기는 진짜 조선족들한테 베댓 다 먹혔구나 ㄷㄷ	이곳은 정말 특정 국가 출신들의 의견에 장악된 것 같네요. 매우 우려스럽습니다.	2	3	RACISM	[조선족들, 베댓 다 먹혔구나] -> 인종 비하 멸칭 순화	인종/국적
은근슬좆 품평하노ㅋ	보이지 않는 곳에서 외모를 평가하고 있네요.	2	4	GENDER	[은근슬좆, 품평하노] -> 남성 비하 멸칭 및 커뮤니티 말투 순화	악플/욕설
양아치들끼리 싸우는거 보니 속이 뻥~~ 뚫린다. 중국 이슬람 인도 제발 이 세력들이 서로 싸워준다면 뒤에서 팝콘뜯으면서 무기팔고 구경하고싶다. ㅋㅋㅋㅋㅋㅋㅋ	수준 낮은 집단끼리 갈등을 빚는 모습을 보니 정말 흥미롭네요. 여러 세력들이 서로 견제하며 소모전을 벌이는 동안 이득을 얻을 수 있다면 좋겠습니다.	0	3	RACISM	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	인종/국적
이공계 자댕이 자들거리는 소리 여기까지 들리노	이공계 남성들의 비난 섞인 반응이 여기까지 느껴지네요.	2	4	GENDER	[자댕이, 자들거리는, 들리노] -> 남성 비하 멸칭 및 말투 순화	남성
존재감이 지 좆같노	존재감이 정말 좋지 않네요.	2	2	SLUR	[지 좆같노] -> 자극적인 비속어 순화	악플/욕설
링크 주소 알려주라 테러하러가게	링크 주소 좀 알려주세요. 항의하러 가고 싶습니다.	1	2	SLUR	[Auto-Refine] 신체 위협 및 폭력 표현 포함으로 BLOCK으로 격상	악플/욕설
프랑스 무슬림들도 시리아 난민들처럼 다 조선반도 들여왔으면 좋겠다이기	프랑스 무슬림들도 시리아 난민들처럼 다 한국으로 들어오면 참 좋겠네요.	2	3	RELIGION	[조선반도, 좋겠다이기] -> 비칭 및 커뮤니티 말투 순화	인종/국적, 종교
먹사들 사형으로 다스려라 ㅈㅈㅈ	부적절한 행동을 한 성직자들을 엄중히 처벌하십시오.	1	2	RELIGION	[Auto-Refine] 신체 위협 및 폭력 표현 포함으로 BLOCK으로 격상	종교
율법학자새끼 어린 애 성추행하는 수준 보소	종교 지도자가 어린아이를 성추행하다니 정말 충격적이네요.	2	2	RELIGION	[율법학자새끼, 보소] -> 비칭 및 조롱 말투 순화	악플/욕설
아무리 봐도 남자가 살기엔 일본이 더 나은 것 같다취미 생활하기 좋지유흥 하기도 좋지여자애들 마인드도 그쪽 동네애들이 훨씬 낫다게다가 한 가지만 확실히 잘하면 대학 안 나와도 잘먹고 잘살지한국은 좋은대학 나와도 취직 걱정하며불안에 떨어야 하니 ㅂㅅ같잖아	남자가 거주하기에는 일본이 더 낫다는 주장입니다. 다양한 취미와 유흥 문화가 있고 여성들의 태도도 낫다고 하네요. 한국은 고학력자들도 취업난으로 불안해하는 현실이 안타깝다는 내용이군요.	2	3	RACISM	[여자애들 마인드, ㅂㅅ같잖아] -> 성별/자국 비하 표현 순화	인종/국적
해적왕!!!	해적왕!!!	0	0	NORMAL	[무해] -> 원문 유지	clean
젠더특보.? 이게 대체 서울시민과 무슨 상관이있고 이익이된다고 세금들여 밥먹여살리는거냐 서울시공무원자리가 좌파들 먹거리 수단이냐? 그런 쓸데없는자리 당장 폐지 하라	특정 분야의 보좌관 자리가 시민들에게 무슨 도움이 되는지 의문입니다. 세금으로 운영되는 자리가 정치적 수단으로 사용되는 것은 부적절하므로 폐지해야 합니다.	2	2	SLUR	[밥먹여살리는거냐, 좌파들 먹거리 수단] -> 비하적 표현 순화	기타 혐오
인터넷이 발전되다보니 별이상한것들도 무고죄니 명예훼손이니...참 기가찬다	인터넷 환경이 변하면서 사소한 일로도 법적 대응이 남발되는 상황이 정말 당황스럽네요.	2	2	SLUR	[별이상한것들도, 기가찬다] -> 비하적 태도 순화	악플/욕설
왜 조조는 없냐 ㅋㅋ	왜 관련 인물 중 특정인은 없나요?	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
난 5.8통이였는데 ㅋㅋㅋㅋㅋ	저는 5.8톤이었네요.	0	1	COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	clean
다르게 말하면 걍 똥송과 서양의 차이다종교가 중요한게 아니야	다르게 말하면 단순히 자국과 서구의 문화 차이입니다. 종교의 문제가 아닙니다.	2	3	RACISM	[똥송] -> 자국 비하 멸칭 순화	인종/국적
저기서 북한 전투기 몰고 탈북한놈이 최고승리자아님? 저거 국방부에 군사자료로 넘기고 수십억 받았다던데	북한에서 핵심 인력이 탈북한 경우가 가장 큰 성과 아닐까요? 관련 정보를 국가 기관에 전달하고 보상을 받았다는 이야기가 있네요.	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
14개 ..	14개 ..	0	0	NORMAL	[무해] -> 원문 유지	clean
ㄹㅇ이노 똥꼬 형냐들 후장에 좆박는넘이 좆 작으면 앵나 자적자한다 이니야ㅋ 웃챙ㅋㅋㅋㅋ	(차단된 문장입니다)	0	5	LGBTQ	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	성소수자
다른 늙은 자집애들도 본받아야 하노	다른 중장년 남성들도 본받아야 합니다.	2	4	GENDER	[자집애들, 하노] -> 남성 비하 멸칭 및 커뮤니티 말투 순화	남성
4'기면 다른 장기에 전이된건데 전이암을 다 중입자로 죽인거냐?	4기면 다른 장기에 전이된 건데 전이암을 다 중입자로 치료한 건가요?	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
니 자막 앵나재밌노	당신의 자막이 정말 재미있네요.	2	1	COMMUNITY	[앵나재밌노] -> 커뮤니티 전용 말투 순화	clean
미쳤으면 곱게 미쳐...이건.. 중국 밑으로 들어가서 살라는 거군. 그냥 울 회사 생산직에 있는 조선족애들.. 사장 시키고 게 밑으로 들어가야겠다 우리는 중국에 속국이니까.. ㅅㅂ..	정말이지 이해하기 힘든 태도네요. 다른 국가의 영향력 아래에서 살라는 것과 다를 바 없습니다. 차라리 외국인 노동자에게 경영을 맡기고 그 밑에서 일하는 것이 낫겠네요.	2	3	RACISM	[미쳤으면 곱게 미쳐, 조선족애들, 속국] -> 집단 비하 및 공격적 말투 순화	인종/국적
아무리 잡아먹으려고 키우는 가축이라지만오랜시간 고통에 몸부림치면서 죽어간 고기를 먹는다는건 그게 오히려 더 깨름칙할거같다.전혀 과학적인 근거도 없고 합리적 이유도 없는그냥 옛날에 선지자란 어떤 한놈이 지 나오는대로 씨부린거 죽자고 지키는거 아닌가극혐이다.	식용 가축이라 하더라도 오랜 시간 고통을 겪으며 도축된 것을 소비하는 것은 거부감이 느껴집니다. 과학적 근거나 합리적 이유 없이 과거의 인습을 맹목적으로 지키는 행위는 정말 이해하기 어렵습니다.	2	2	RELIGION	[한놈, 씨부린거, 극혐이다] -> 종교 비하 및 혐오 표현 순화	종교
얼굴좀보자	얼굴 좀 보자	0	0	NORMAL	[무해] -> 원문 유지	clean
ㅋㅋㅋ 대단하다 저런거보면	ㅋㅋㅋ 대단하다 저런 거 보면	0	0	NORMAL	[무해] -> 원문 유지	clean
저 사장 분명 일베한다	저 사업가는 분명 특정 커뮤니티의 활동을 할 것입니다.	2	1	COMMUNITY	[일베한다] -> 커뮤니티 이름을 비하 의도로 사용하는 표현 순화	악플/욕설
몽골... 짱깨보다 더 미개하다. 핵노답	특정 국가 사람들은 정말 이해하기 어려울 정도로 미개해 보입니다. 해결책이 보이지 않네요.	2	3	RACISM	[몽골, 짱깨보다 더 미개하다] -> 국가 비하 멸칭 및 혐오 표현 순화	인종/국적
코로나 위드시대에 영혼을 어루만지고 터치하는 영택트가 중요하다는 말씀 공감이 되고 이를 위해 기도하겠습니다	코로나 시대에 비대면으로 마음을 나누는 활동이 중요하다는 말씀에 공감이 되고 이를 위해 기도하겠습니다.	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
민주당은 영입해라	민주당은 영입해라	0	0	NORMAL	[무해] -> 원문 유지	clean
보지=애새끼	여성들을 아이와 동일시하며 비하하는 시각이 안타깝네요.	2	4	GENDER	[보지=애새끼] -> 여성 비하 멸칭 및 고정관념 순화	여성/가족, 연령
전라도 + 대깨문 + 짱깨 + 조선족은 죽여도 돼	(차단된 문장입니다)	1	5	RACISM	[전라도 + 짱깨 + 조선족은 죽여도 돼] -> 살해 선동으로 차단	인종/국적, 지역
신성한 엄마라는 위치를 저런 병신같년들이 스스로 맘충이 되도록 만드는군.	어버니라는 신성한 위치를 가진 분들이 스스로 부적절한 행동을 하는 상황이 안타깝네요.	2	3	GENDER	[병신같년들, 맘충] -> 여성 비하 멸칭 및 욕설 순화	여성/가족
천주교는 성체 훼손했다고 지랄봇광하기 이전에떡도 안 쳤는데 예수 임신 했다고 수천년간 사기 친거에 대해서 사과해야 됨	특정 종교의 의식이 훼손되었다고 분노하기 전에 과거의 주장에 대해 성찰하는 태도가 필요합니다. 사람들을 현혹해 온 것에 대해 사과해야 합니다.	2	3	RELIGION	[지랄봇광, 사기 친거] -> 종교 비하 및 모욕적 표현 순화	종교
이스탄불 건너자 말자 뒤져부렸노wwww 다리 하나 건너자 말자 뒤짐 Wwwww	경계를 넘자마자 사고가 발생했군요. 정말 안타까운 상황입니다.	2	1	SLUR	[뒤져부렸노, wwww] -> 비칭 및 조롱 말투 순화	악플/욕설
한남유충이면 실험 불가임 이미 때리고있어서 말려야하거든 좆팔	남아들을 대상으로 한 연구는 지도가 필요합니다. 이미 과격한 행동을 보이는 경우라면 엄격하게 가르쳐야 하니까요.	2	4	GENDER	[한남유충, 좆팔] -> 아동 비하 멸칭 및 욕설 순화	남성
애초에 무슬림 새끼들 안받는 이유가 테러 위험인데 돈 있는 씨발새끼들이 뭣하러 테러를 일으키겠냐?	애초에 특정 종교인들을 수용하지 않는 이유가 안전에 대한 우려 때문인데, 사회적 지위가 있는 분들이 그런 위험한 행동을 할 이유가 무엇입니까?	1	3	RELIGION	[Auto-Refine] 신체 위협 및 폭력 표현 포함으로 BLOCK으로 격상	종교
통쾌하다 진짜 ㅅㅂ 못 배워처먹은 틀딱새끼	정말 통쾌하네요. 무례하게 행동하던 노인분에게 적절한 대응을 한 것 같습니다.	2	3	AGE	[못 배워처먹은 틀딱새끼] -> 연령 비하 멸칭 및 욕설 순화	연령
교회가 가장 오래된 프랜차이즈 사업 아니냐?물론 개신교는 본사가 없지만 교리를 기반으로 프랜차이즈 사업하는거지천주교는 본사가 있는 직영점 형태고 ㅋㅋ	교회의 운영 방식이 상업적인 구조와 비슷해 보인다는 시각이 있네요. 특정 교단을 본사와 가맹점의 관계로 비유한 점이 흥미롭습니다.	0	2	RELIGION	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	종교
사실 맘충은 아니지 걍 진상일뿐. 애랑 관련된 진상은 아니니까	사실 아이와 관련된 행동이 아니므로 적절한 비칭은 아닙니다. 단지 무례한 행동을 하는 사람일 뿐입니다.	2	3	GENDER	[맘충] -> 여성 비하 멸칭 순화	여성/가족
원래 프로그래머들 재택근무하는 여자들이었잖노 ㅋㅋㅋㅋ 돈좀되니까 냄져들이 뺏어갔노ㅡㅡ	원래 프로그래머 직업은 여성들이 주를 이루었으나 경제적 가치가 높아지자 남성들이 주도권을 가져갔다는 주장이네요.	0	4	GENDER	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	여성/가족, 남성
지금도 미국 현기차 관련 용역회사들 중에 전라도출신 사장새끼들이 용역임금 제일 후려침 노인들 불체자 쥐어짠다	여전히 특정 지역 출신의 용역 업체 사장들이 노동력을 부당하게 착취하는 경우가 많네요. 취약 계층을 힘들게 하는 모습이 안타깝습니다.	2	3	REGIONAL	[전라도출신 사장새끼들] -> 지역 비하 및 비하적 표현 순화	지역
한국 초대교회때 교회가 사회의 문화를 비롯한 모든 부분에서막강한 영향력을 미쳤던것처럼 코로나이후 다시한번 영택트로주도해 나가기를 소망합니다.	과거 한국 교회가 사회 발전에 기여했던 것처럼 새로운 시대에도 긍정적인 역할을 수행하기를 소망합니다.	0	0	NORMAL	[오탈자 교정] -> 원문 유지	clean
하루에 한개씩~ 한달이면 삼십개~~	하루에 한 개씩~ 한 달이면 삼십 개~~	0	0	NORMAL	[무해] -> 원문 유지	clean
에이즈 만연한 아프리카 국가에서 콘돔 안끼는 흑좆들 때문에 골머리를 앓던 끝에 국가가 나서서 대규모 포경수술을 실시했는데 그 이후 에이즈 감염률이 뚝 떨어졌다는 연구도 있노. 좆밥이 성병균 드글거리는 온상이라는 증거	에이즈가 많은 특정 국가에서 위생 수칙을 지키지 않는 남성들 때문에 문제가 되었는데, 국가적 조치 이후 감염률이 낮아졌다는 연구가 있네요. 위생 관리가 정말 중요하다는 증거입니다.	2	3	RACISM	[흑좆들, 좆밥] -> 인종 비하 및 저속한 신체 묘사 순화	남성, 인종/국적
